id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
4109165,Lux 1 Bedroom by Fenway with washer/dryer & WIFI,9419684,Mike,,Fenway,42.34467657034124,-71.10105938923522,Entire home/apt,213,3,2,2018-03-27,0.05,137,77
4112178,Charlestown Brownstone,21336020,El Has,,Charlestown,42.38037397683924,-71.06910599055006,Entire home/apt,125,1,1,2016-08-01,0.04,1,0
4118162,"Downtown Crossing ARTlab, 1 Bed Apt, Boston",20857768,Adam,,Downtown,42.35630612674598,-71.06134033605234,Entire home/apt,279,4,35,2018-05-25,0.72,15,77
4119345,"Comfort, charm, convenience for 2 - 8 guests",1414385,Woodruff,,Jamaica Plain,42.3116187482491,-71.10910186178728,Entire home/apt,200,3,10,2018-08-13,0.22,1,220
4132983,Lux 2 Bedroom in Post-War Back Bay building w/WiFi,9419684,Mike,,Back Bay,42.34602594062227,-71.07991736263028,Entire home/apt,293,3,22,2017-10-25,0.45,137,316
4135172,Lux Boston Theater Dist 1 Bedroom w/WiFi,9419684,Mike,,Downtown,42.352719526367494,-71.06370577857282,Entire home/apt,239,28,1,2014-10-11,0.02,137,193
4143561,Lux 2 Bedroom in Post-War Back Bay building w/WiFi,9419684,Mike,,Back Bay,42.34676221859077,-71.07995065578532,Entire home/apt,293,3,16,2017-10-09,0.33,137,316
4148586,Back Bay Charmer,3588191,Kelly,,Back Bay,42.35330136370577,-71.07272187161685,Entire home/apt,225,2,15,2015-10-27,0.34,1,0
4149974,Centered on Centre,8498315,Joe,,Jamaica Plain,42.317966211801114,-71.1115346411253,Entire home/apt,110,2,154,2018-10-03,3.23,1,306
4150640,Luxury Studio Apt in North End ,20857768,Adam,,North End,42.36739450592006,-71.05240146447974,Entire home/apt,259,4,21,2017-05-25,0.43,15,69
4151979,Spacious 4 bed condo South Boston,21541399,Mary,,South Boston,42.33614380780508,-71.0355307694372,Entire home/apt,499,2,183,2018-10-07,3.94,2,323
4160585,Cozy Room in Mission Hill - Longwood Medical Area,224090,Tricia,,Mission Hill,42.3288669969322,-71.10974475055329,Private room,80,2,64,2018-06-23,1.30,1,283
4173285,"Bright, cozy bedroom in Victorian",2851756,Angela,,Dorchester,42.28553882410587,-71.06670333053314,Private room,65,7,8,2018-07-29,0.18,1,180
4177233,Private Room near to Red Line,21674032,John,,Dorchester,42.31825074117534,-71.05788942532814,Private room,99,2,78,2018-10-02,1.58,2,140
4178790,Worcester Sq.|New Luxury South End|3BR 1.5BA #3,1444340,Will,,South End,42.33745977503256,-71.0746241517216,Entire home/apt,235,2,58,2018-08-28,1.28,32,0
4181163,Lux 2 Bedroom by Fenway with washer/dryer & WIFI,9419684,Mike,,Fenway,42.34345804087656,-71.10063537045478,Entire home/apt,298,3,13,2018-06-10,0.31,137,65
4181530,Sunny 2 bedroom close to everything,3245213,Rachel,,Jamaica Plain,42.30725435749261,-71.11424733591423,Entire home/apt,120,3,20,2016-09-24,0.41,1,69
4190704,Bright & Cozy Studio Apartment in Theater District,11272292,Talal,,Downtown,42.35524342177149,-71.0612055232988,Entire home/apt,220,1,156,2018-09-23,3.18,4,143
4191592,Private 1BD in a 2BD/ 1BA APT on Commonwealth Ave,21284077,Nesrine,,Brighton,42.3491246103436,-71.14053053110835,Private room,90,1,12,2018-05-24,1.00,1,0
4196643,3 Bed Condo Near Convention Center & Subway (16L2),3594203,Shawn,,South Boston,42.33024548528313,-71.05546171192677,Entire home/apt,99,1,150,2018-09-26,3.05,13,129
4216208,2 bedroom close to public transit,10663539,Laine & Nam,,Dorchester,42.280902622285076,-71.08174416670713,Entire home/apt,89,3,81,2018-09-22,1.91,1,70
4223387,Convenient green Victorian,5689782,Cora,,Jamaica Plain,42.317387066316954,-71.10003065912305,Private room,75,1,64,2017-11-05,1.31,2,39
4233242,Quiet Artist's Retreat,197327,Melissa,,Jamaica Plain,42.31299708548862,-71.10930512483853,Private room,98,2,33,2018-07-30,0.67,2,312
4255538,Theater District 1BR 1Bath Cityview,11279983,Daniel,,Chinatown,42.347099175145,-71.0626980849258,Entire home/apt,232,4,33,2018-10-06,0.68,1,349
4257929,Two Bedroom Apartment in Kenmore Sq,21926328,Hayden,,Fenway,42.34961989253751,-71.09321904977271,Entire home/apt,250,1,0,,,1,0
4262255,Beautiful and sunny condo,21873698,Elizabeth,,Jamaica Plain,42.30398455761773,-71.10449360644687,Private room,80,2,113,2018-10-01,2.33,1,262
4263736,Brownstone Master Bath Suite Park Garden View by T,11228809,Jonathan,,Roxbury,42.32943011281621,-71.09307508487933,Private room,91,2,230,2018-09-27,4.72,7,71
4275846,Boston Studio Across from Majestic Theater,2356643,Voyage,,Downtown,42.35122665932927,-71.06408080672718,Entire home/apt,200,2,129,2018-09-27,2.66,11,143
4278067,Studio apart Tremont St South End #2,9653086,Glenn,,South End,42.34066934297081,-71.07689917005895,Entire home/apt,175,1,57,2018-09-28,1.17,6,289
4287989,One bedroom Condo with two decks!,22235659,Dave,,South Boston,42.33179070101675,-71.03818897627632,Entire home/apt,175,1,7,2015-10-29,0.18,1,0
4291607,Great location!,16922109,Vanessa,,Brighton,42.33678476819846,-71.152374955482,Entire home/apt,90,1,4,2015-08-03,0.08,1,0
4294557,Gorgeous 3Bed in Historic South End,22288672,Heather,,South End,42.33813925793134,-71.0756268168095,Entire home/apt,280,3,8,2018-08-30,0.20,1,0
4303606,In the heart of Boston Rate115-189,21851356,Gustavo,,Downtown,42.351493069548596,-71.06518757068073,Private room,115,2,97,2018-10-03,2.00,3,215
4304969,Designer 1BR North End Modern Cove,1723274,James,,North End,42.36573321833043,-71.05535836461945,Entire home/apt,159,1,386,2018-10-03,7.95,2,63
4315428,Luxury Master Suite@ Logan Airport,22402141,Mirian,,East Boston,42.3906656667421,-71.00386344985236,Private room,150,5,1,2015-11-25,0.03,2,364
4315439,Private Room Logan Airport 1/2 bathroom,22402141,Mirian,,East Boston,42.38921070848658,-71.00268251833265,Private room,90,5,2,2018-08-10,0.06,2,360
4331214,"A serene, green oasis in funky JP!",3945438,Lisa,,Jamaica Plain,42.30640988856899,-71.11151038708401,Private room,71,2,85,2018-10-07,1.75,4,331
4343259,Beautifully Restored Carriage House,12352977,Dean,,Hyde Park,42.25927649270189,-71.12120116969058,Entire home/apt,85,90,0,,,1,283
4348422,Cozy Jamaica Plain Pad,22217451,Ashley,,Jamaica Plain,42.311582429734166,-71.11170822620524,Private room,150,1,0,,,1,0
4358181,Gorgeous Brand New Spacious Studio,4195134,Gift From God Properties,,Back Bay,42.35291931229008,-71.07898548030663,Entire home/apt,110,30,9,2018-08-10,0.21,9,365
4364925,large & grand 2 bedroom South End by Copley Sq #3,9653086,Glenn,,South End,42.340943167893215,-71.07704194672662,Entire home/apt,200,1,121,2018-10-07,2.55,6,315
4364989,newly furn one bedroom by Copley #6,9653086,Glenn,,South End,42.34237399125715,-71.07560149459879,Entire home/apt,175,1,65,2018-10-03,1.55,6,311
4369675,Euston Rd Brighton MA!,22683865,Richard,,Brighton,42.344549996122964,-71.1450041947904,Private room,195,1,0,,,1,0
4377247,Perfect Back Bay 1BR; Walk the City,22726574,Nathan,,Back Bay,42.354685456502786,-71.08154426285475,Entire home/apt,259,3,39,2018-05-21,0.82,1,131
4402259,Large Studio w/ private patio!,22851843,Caitlyn,,Charlestown,42.377678065287505,-71.06480028672766,Entire home/apt,175,1,57,2018-07-24,1.22,1,290
4405982,Luxury Apt near Restaurants&Pond&T,21644095,David,,Jamaica Plain,42.318072566888496,-71.11267005505267,Entire home/apt,399,2,35,2018-08-30,0.73,2,0
4410142,Best Location in Boston (Copley Sq),22891260,Petar,,South End,42.34717117812328,-71.07129740210965,Entire home/apt,200,2,28,2018-10-07,0.59,1,8
4410765,"Grt Location & value, big 3 Bed,Nr river, Colleges",9795590,Patrick,,Brighton,42.35365396271907,-71.14827415262266,Entire home/apt,135,60,6,2018-05-31,0.17,2,147
4430821,Cheery skylit room w/ Queen bed,4743011,Nina And Emily,,Jamaica Plain,42.30516878181586,-71.11290752873131,Entire home/apt,160,1,22,2015-12-28,0.47,1,0
4445906,Lux Downtown Boston 2 Bedroom Apt w/pool,9419684,Mike,,Chinatown,42.35158127863813,-71.06172714333803,Entire home/apt,312,3,7,2018-09-07,0.23,137,78
4446413,Lux 2 Bedroom in Post-War Back Bay building w/WiFi,9419684,Mike,,Back Bay,42.345003316395605,-71.0794907415972,Entire home/apt,293,3,7,2015-08-15,0.17,137,316
4447990,Top Floor Renovated 1 BR / 1BA,2935501,John,,West Roxbury,42.279054078305414,-71.16087007060824,Entire home/apt,89,2,103,2018-10-02,2.16,3,67
4460532,Brownstone Modern Bedroom Treetop Skyline Views,11228809,Jonathan,,Roxbury,42.32821307914363,-71.09265011625848,Private room,92,2,164,2018-09-22,3.43,7,70
4461111,Queen room in a charming villa,13226301,Mohamed,,Roslindale,42.27896822197632,-71.13671455617597,Private room,50,2,19,2018-09-22,0.65,3,355
4461613,Comfy Beacon Hill Studio Great for Work Travel #13,22348222,Maverick,,Beacon Hill,42.360809329357885,-71.06419290889143,Entire home/apt,150,7,32,2018-09-23,0.77,55,328
4461846,South End Studio Perfect for Work Travel #36,22348222,Maverick,,South End,42.34362445699148,-71.07729754504166,Entire home/apt,150,2,46,2018-09-29,1.11,55,317
4461901,"Stylish Downtown Studio in the SouthEnd, #8",22348222,Maverick,,South End,42.34467679767926,-71.07762314805531,Entire home/apt,150,1,39,2018-09-26,0.96,55,330
4467841,Lux 2BR Apt Near Waterfront,9419684,Mike,,West End,42.36390010325937,-71.06997018049121,Entire home/apt,289,10,1,2016-06-12,0.04,137,0
4483906,Michelle's Comfort in ,23209495,Michelle,,Mattapan,42.27724269320102,-71.08359319282587,Private room,105,3,0,,,1,365
4489490,"Charles St, Studio Apt, Boston #31",20857768,Adam,,Beacon Hill,42.35812767164493,-71.07123523378782,Entire home/apt,229,4,20,2018-04-18,0.42,15,39
4489920,"Lux 1BR near Charles St w/pool, gym",9419684,Mike,,West End,42.36340800514069,-71.06763390122244,Entire home/apt,209,10,1,2014-11-10,0.02,137,0
4490826,Lux 2 Bedroom in Post-War Back Bay building w/WiFi,9419684,Mike,,Back Bay,42.34500463800613,-71.07955320100181,Entire home/apt,293,3,5,2017-10-29,0.12,137,313
4500409,"Stylish Studio in Back Bay, on Newbury St, .#1",22348222,Maverick,,Back Bay,42.35011439083648,-71.08370428316877,Entire home/apt,150,2,52,2018-09-26,1.32,55,332
4510513,"Downtown Crossing ARTlab, Studio Apt, Boston",20857768,Adam,,Downtown,42.35591666917494,-71.05977497623061,Entire home/apt,259,4,35,2018-09-13,0.74,15,56
4523234,Lux Boston Theater Dist 1 Bedroom w/WiFi,9419684,Mike,,Downtown,42.35282800557015,-71.06358167533743,Entire home/apt,239,28,3,2016-09-08,0.06,137,183
4525875,Charming & Historic 2 bed/2 bath w/ private patio,23462166,Corey,,Charlestown,42.37847649780219,-71.06496734284136,Entire home/apt,249,2,8,2018-09-24,1.70,1,19
4526315,Lovely Single Family Colonial Home,4705050,Jared,,Jamaica Plain,42.31359160558561,-71.12262104873192,Entire home/apt,500,3,57,2018-08-11,1.24,1,321
4526384,Beautiful Hidden Retreat in Allston Suite 1,14785487,Aihua,,Allston,42.357683179974586,-71.1293690102354,Entire home/apt,350,4,25,2018-10-03,0.59,11,338
4530670,West Roxbury (Boston) private room,23490243,Helen,,West Roxbury,42.271745147344056,-71.16148454283409,Private room,38,1,127,2018-10-07,2.76,1,333
4546333,"92 Charles St, Studio Apt, Boston #12",20857768,Adam,,Beacon Hill,42.35787741073293,-71.06975348587542,Entire home/apt,219,4,35,2017-09-15,0.74,15,44
4547353,Beautiful 1 BR - Perfect Location,8012996,Alice,,Fenway,42.34390103688957,-71.08754058969058,Entire home/apt,190,2,4,2016-07-31,0.10,1,0
4553903,Stayloom's Contemporary North End Retreat | near T,10850877,Franklin,,North End,42.365618667032614,-71.0569766850338,Entire home/apt,125,1,292,2018-10-05,6.16,5,318
4555637,Brownstone Loft Bedroom Commanding View by T,11228809,Jonathan,,Roxbury,42.32960716513138,-71.09340591312728,Private room,63,2,195,2018-09-24,4.11,7,48
4560053,*$129 SPECIAL* Historic Beauty! Minutes to Center!,8229,Terry,,Roxbury,42.32404973323278,-71.09068730206711,Entire home/apt,269,3,47,2018-09-30,1.02,6,226
4565470,Lux 2 Bedroom by Fenway with washer/dryer & WiFi,9419684,Mike,,Fenway,42.34472359617688,-71.10009714488663,Entire home/apt,298,3,5,2018-05-19,0.11,137,113
4566095,"Past and Present, South End home",5430185,Laura,,South End,42.3418280470897,-71.07240386988934,Entire home/apt,180,90,6,2018-05-26,0.14,7,352
4568116,Brownstone Cozy Private Studio by the T,11228809,Jonathan,,Roxbury,42.329527287817655,-71.09198968675086,Entire home/apt,130,2,346,2018-09-26,7.29,7,64
4573238,"Best Boston location, 2BR (M #2)",5578043,Dror,,North End,42.36388747644132,-71.05199168639474,Entire home/apt,159,2,130,2018-09-30,2.79,9,301
4573388,"Best Boston location, 2BR (M #3)",5578043,Dror,,North End,42.36381157911924,-71.05342285282114,Entire home/apt,159,2,132,2018-10-06,2.92,9,308
4573458,"Best Boston location, 2BR (M #4)",5578043,Dror,,North End,42.36395428910655,-71.05158689704922,Entire home/apt,189,2,109,2018-09-30,2.36,9,280
4574921,"Spacious 2 Bed, 2 Bath Apartment- Dwntwn Crossing",11272292,Talal,,Downtown,42.356231607646166,-71.06067248774416,Entire home/apt,300,1,170,2018-09-17,3.68,4,151
4577188,Unique Fenway/Back Bay/Copley 1 Bed,5618949,Alan,,Fenway,42.34715285129972,-71.09299046608885,Entire home/apt,85,2,126,2018-09-26,2.69,9,157
4579186,"Luxury, Gorgeous, apartment, walk to MGH!",3137257,Local Furnished Rentals,,West End,42.36466806467146,-71.0684360570192,Entire home/apt,125,30,5,2017-04-28,0.12,8,187
4583526,Lovely private 4 bedroom apt,23759488,Tricia,,Jamaica Plain,42.30454928375496,-71.11553158945944,Entire home/apt,195,2,148,2018-10-08,3.29,1,175
4585452,Single-family 2BR in S. Boston!,23769200,Joel,,South Boston,42.332405223171094,-71.05115381528239,Entire home/apt,199,1,3,2018-03-02,0.08,1,0
4586681,"Hidden Gem in Jamaica Plain, Boston",12795084,Lynne,,Jamaica Plain,42.314827484606575,-71.11295481151114,Private room,90,2,79,2018-10-03,1.85,1,65
4587068,*** BIG LOFT *** Downtown Luxury for 1-4 people,23777641,Gavin,,Leather District,42.34986953609449,-71.05711461036655,Entire home/apt,190,28,26,2018-08-25,1.00,3,136
4602191,Stunning Apartment on Charles River,20079643,Alex,,West End,42.364157112047195,-71.06811908941427,Entire home/apt,310,20,9,2018-06-08,0.35,18,68
4603588,Ahh the Views! 1 Bed with Balcony,4195134,Gift From God Properties,,Back Bay,42.3536143910126,-71.07957868007081,Entire home/apt,113,30,13,2018-06-30,0.30,9,344
4603803,Modern Room with Private Bathroom!,1354778,Sherry,,Back Bay,42.343569137928085,-71.08194891737973,Private room,100,1,13,2015-08-17,0.28,1,0
4614037,BOSTON TOP FLOOR 2Bed Apt By Logan airport & Train,9073339,Elisangela,,East Boston,42.37911397378514,-71.03406034222971,Entire home/apt,250,1,118,2018-09-30,2.85,3,195
4623114,South End Studio Perfect for Work Travel #46,22348222,Maverick,,South End,42.34489834085021,-71.07685093923008,Entire home/apt,150,2,34,2018-09-28,0.90,55,341
4625517,GreenT&bus stops in front of door ,7046340,Chun Kei,,Mission Hill,42.334709917139925,-71.10650473221277,Private room,100,3,0,,,1,0
4627334,Comfortable one-bedroom,23718760,Jim,,South Boston,42.335285827808406,-71.03525810532975,Entire home/apt,200,1,0,,,1,0
4630071,Charming studio,12165186,Masha,,Brighton,42.34424917520897,-71.15591529932532,Entire home/apt,50,28,6,2018-08-31,0.34,2,314
4632511,Beacon Hill Duplex  2 bedrooms Queen beds sleeps 4,23901135,Lucy,,Beacon Hill,42.36114286613522,-71.06521324184692,Entire home/apt,305,3,49,2018-09-25,1.05,1,335
4638356,East Boston Room,24014785,Andrey And Olya,,East Boston,42.37768966466541,-71.0357871689478,Private room,84,1,126,2018-10-08,4.40,1,346
4644069,Room in Fenway w/ Private Bathroom,6967157,Fiona,,Fenway,42.34464188501917,-71.09898536118432,Private room,110,2,1,2015-05-17,0.02,1,0
4644455,Charming Modern 1 Bed,4445874,Sean,,Beacon Hill,42.35989235705657,-71.06707166292912,Entire home/apt,197,2,1,2016-08-09,0.04,1,0
4652263,Cozy 1 BR APT with assigned parking,24075349,Andrew,,Brighton,42.339250930873874,-71.15959684318334,Entire home/apt,250,1,2,2016-10-31,0.08,1,0
4662379,Historic House modernized,24124767,Jeff,,Brighton,42.34771383056897,-71.15539709952431,Entire home/apt,450,3,81,2018-10-07,1.73,1,278
4670285,Spacious Room in Edwardian Home,24158689,Deborah,,Brighton,42.34918838634477,-71.16347986851598,Private room,65,2,21,2018-08-16,0.50,2,283
4687499,"Charming 2-Story Flat, Great Value!",4540666,Yosef,,Mission Hill,42.33000599091878,-71.11276646861832,Private room,103,1,24,2016-04-27,0.52,1,0
4698367,Beautiful 2BD / 1 BA - 2nd Floor,2935501,John,,West Roxbury,42.27795631554848,-71.1618076172348,Entire home/apt,120,2,131,2018-10-09,3.00,3,70
4699828,Charming Victorian Furnished Home,19466495,Barbara,,Hyde Park,42.25486440537459,-71.12736660552862,Entire home/apt,130,1,87,2018-10-03,2.06,1,229
4710583,Cozy Attic Bedroom in Allston,17892292,Marlene,,Allston,42.359773966355796,-71.13534874873876,Private room,41,5,3,2018-06-19,0.08,4,0
4737304,Cosy Celtic Retreat,24158689,Deborah,,Brighton,42.349877027977996,-71.1645131549831,Private room,65,3,23,2018-09-01,0.54,2,294
4741722,Large bedroom with private bath -discounts offered,24461269,Sampurna,,Beacon Hill,42.359275983162895,-71.06986152148143,Private room,75,2,19,2018-08-19,0.98,2,0
4755586,One Sweet Place,24532370,Andrea,,Mattapan,42.27669957845626,-71.08144944774905,Private room,50,10,8,2018-10-09,1.17,1,208
4757808,Romantic Beacon Hill Studio,3085882,Nino,,Beacon Hill,42.35588306423222,-71.07261097039596,Entire home/apt,200,1,5,2015-10-25,0.13,1,0
4759640,Cute studio in Boston Backbay!,24559114,Nicole,,Downtown,42.36402595184928,-71.05949255382585,Entire home/apt,200,1,1,2015-01-11,0.02,1,0
4765070,Private studio w/ private entrance,24584716,Miriam,,Jamaica Plain,42.32508878303933,-71.10722979809752,Entire home/apt,80,3,288,2018-10-08,6.26,2,293
4767023,Stay in Boston's top neighborhood,24593919,Minor,,Jamaica Plain,42.32327560623326,-71.1070588160843,Entire home/apt,205,5,9,2016-08-28,0.23,2,0
4787213,A Sunny One Bed Apt,5952458,Teresa,,Mission Hill,42.331858487704714,-71.11195581484824,Entire home/apt,109,5,6,2015-12-31,0.16,1,0
4787359,1BD in Beacon Hill w. Amazing roof,362507,Can,,Beacon Hill,42.36054101963022,-71.06885721556502,Entire home/apt,250,6,22,2016-09-21,0.49,1,0
4792901,Spacious room in secluded townhouse,24701232,Robert,,Jamaica Plain,42.315499530265065,-71.11706562488624,Private room,65,1,2,2015-09-07,0.05,1,0
4793787,Beautiful Apt/Queen Bed/Near Subway,24658662,Mohsen,,Dorchester,42.31751337374316,-71.05386353873249,Private room,35,1,222,2018-10-09,4.87,1,153
4828640,Private Room in Lower Mills Dorchester,8625838,David,,Mattapan,42.2721884880899,-71.07055817874209,Private room,60,2,102,2018-10-04,2.58,1,57
4838985,Comfy rooms in the hills of JP,884747,Meg,,Jamaica Plain,42.309560492272524,-71.10342180495736,Entire home/apt,255,2,6,2015-11-29,0.14,2,0
4860853,Eclectic South End Studio|Cozy|1 Bed 1BA,814298,Brent,,South End,42.34113339953168,-71.0800111913047,Entire home/apt,175,90,23,2018-03-06,0.53,44,161
4863101,Ensuite Private Room in Boston,8157833,John And Gavan,,South Boston,42.335694688615064,-71.05126740362168,Private room,130,2,217,2018-10-04,4.85,2,322
4863108,Private Ensuite Room in Boston,8157833,John And Gavan,,South Boston,42.337748368505,-71.05145392599943,Private room,122,2,191,2018-10-05,4.19,2,103
4870883,Entire Back Bay Studio,25056412,Alexcis,,Back Bay,42.35382532939101,-71.07671360394994,Entire home/apt,150,2,8,2016-04-25,0.18,1,0
4879579,Stayloom's Stunning Treetop Retreat | near T,4776690,Dan,,Dorchester,42.31792286216727,-71.05496605954409,Entire home/apt,264,1,121,2018-09-07,4.48,4,317
